State,District,Market,Commodity,Variety,Grade,Arrival Date,Min Price,Max Price,Modal Price,Modal Price (Rs/kg)
Himachal Pradesh,Kangra,Dharamshala,Tomato,Other,FAQ,19/05/2025,"1,200","1,400","1,300",13.00
Himachal Pradesh,Kangra,Kangra,Apple,Other,Medium,19/05/2025,"15,000","20,000","17,000",170.00
Himachal Pradesh,Kangra,Kangra,Cabbage,Other,FAQ,19/05/2025,"1,000","1,200","1,100",11.00
Himachal Pradesh,Kangra,Kangra,Capsicum,Other,FAQ,19/05/2025,"2,500","3,000","2,700",27.00
Himachal Pradesh,Kangra,Kangra,Garlic,Average,FAQ,19/05/2025,"8,000","9,000","8,500",85.00
Himachal Pradesh,Kangra,Kangra,Ginger(Green),Other,FAQ,19/05/2025,"5,500","6,000","5,700",57.00
Himachal Pradesh,Kangra,Kangra,Guava,Other,Medium,19/05/2025,"10,000","11,000","10,000",100.00
Himachal Pradesh,Kangra,Kangra,Mousambi(Sweet Lime),Other,Medium,19/05/2025,"5,000","6,000","5,500",55.00
Himachal Pradesh,Kangra,Kangra,Pineapple,Other,Medium,19/05/2025,"4,000","5,000","4,500",45.00
Himachal Pradesh,Kangra,Kangra,Potato,Other,FAQ,19/05/2025,"1,200","1,600","1,400",14.00
Himachal Pradesh,Kangra,Kangra,Pumpkin,Other,FAQ,19/05/2025,"1,000","1,500","1,200",12.00
Himachal Pradesh,Kangra,Kangra,Raddish,Other,FAQ,19/05/2025,"4,000","5,000","4,500",45.00
Himachal Pradesh,Kangra,Kangra(Baijnath),Green Chilli,Green Chilly,FAQ,19/05/2025,"3,000","3,500","3,300",33.00
Himachal Pradesh,Kangra,Kangra(Baijnath),Mango,Dusheri,Medium,19/05/2025,"7,000","7,500","7,200",72.00
Himachal Pradesh,Kangra,Kangra(Baijnath),Papaya,Other,Medium,19/05/2025,"3,500","3,700","3,600",36.00
Himachal Pradesh,Kangra,Kangra(Baijnath),Pomegranate,Other,Medium,19/05/2025,"11,500","13,000","12,300",123.00
Himachal Pradesh,Kangra,Kangra(Baijnath),Spinach,Other,FAQ,19/05/2025,"2,500","3,000","2,700",27.00
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Brinjal,Brinjal,FAQ,19/05/2025,"2,000","2,200","2,100",21.00
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Cauliflower,Cauliflower,FAQ,19/05/2025,"4,800","5,200","5,000",50.00
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Coriander(Leaves),Coriander,FAQ,19/05/2025,"4,000","4,200","4,100",41.00
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Ginger(Green),Green Ginger,FAQ,19/05/2025,"6,500","7,500","7,000",70.00
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Lemon,Lemon,FAQ,19/05/2025,"8,500","9,500","9,000",90.00
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Onion,1st Sort,FAQ,19/05/2025,"1,800","1,900","1,850",18.50
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Papaya,Other,Medium,19/05/2025,"4,200","4,600","4,400",44.00
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Tomato,Tomato,FAQ,19/05/2025,"1,500","1,800","1,700",17.00
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Banana,Amruthapani,Medium,19/05/2025,"4,000","4,500","4,200",42.00
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Bitter gourd,Bitter Gourd,FAQ,19/05/2025,"1,800","2,500","2,000",20.00
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Bottle gourd,Bottle Gourd,FAQ,19/05/2025,"1,000","1,500","1,200",12.00
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Carrot,Carrot,FAQ,19/05/2025,"1,600","2,000","1,800",18.00
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Ginger(Green),Green Ginger,FAQ,19/05/2025,"5,500","6,000","5,700",57.00
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Guava,Guava,Medium,19/05/2025,"9,000","10,000","9,500",95.00
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Mango,Other,Medium,19/05/2025,"4,500","7,500","5,500",55.00
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Papaya,Other,Medium,19/05/2025,"3,000","3,500","3,200",32.00
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Potato,Other,FAQ,19/05/2025,"1,000","1,500","1,200",12.00
Himachal Pradesh,Kangra,Palampur,Apple,Apple,Medium,19/05/2025,"14,000","16,000","15,500",155.00
Himachal Pradesh,Kangra,Palampur,Beetroot,Beetroot,FAQ,19/05/2025,"3,500","4,000","3,800",38.00
Himachal Pradesh,Kangra,Palampur,Bitter gourd,Other,FAQ,19/05/2025,"3,000","3,200","3,100",31.00
Himachal Pradesh,Kangra,Palampur,Bottle gourd,Bottle Gourd,FAQ,19/05/2025,"1,700","1,800","1,750",17.50
Himachal Pradesh,Kangra,Palampur,Cucumbar(Kheera),Other,FAQ,19/05/2025,"1,400","1,500","1,450",14.50
Himachal Pradesh,Kangra,Palampur,Green Chilli,Green Chilly,FAQ,19/05/2025,"2,800","3,000","2,900",29.00
Himachal Pradesh,Kangra,Palampur,Mango,Safeda,Medium,19/05/2025,"6,500","7,000","6,800",68.00
Himachal Pradesh,Kangra,Palampur,Mango,Totapuri,Medium,19/05/2025,"5,000","6,000","5,800",58.00
Himachal Pradesh,Kangra,Palampur,Pineapple,Other,Medium,19/05/2025,"4,500","5,000","4,800",48.00
Himachal Pradesh,Kangra,Palampur,Tinda,Tinda,FAQ,19/05/2025,"2,700","3,000","2,800",28.00
Himachal Pradesh,Kangra,Palampur,Water Melon,Other,Medium,19/05/2025,"1,400","1,500","1,450",14.50
Himachal Pradesh,Kullu,Kullu(Chauri Bihal),Cherry,Other,Medium,19/05/2025,"4,000","8,500","7,000",70.00
Himachal Pradesh,Kullu,Kullu(Chauri Bihal),Peas Wet,Other,FAQ,19/05/2025,"4,000","6,000","5,000",50.00
Himachal Pradesh,Solan,Solan(Nalagarh),Bitter gourd,Other,FAQ,19/05/2025,"2,500","3,000","2,800",28.00
Himachal Pradesh,Solan,Solan(Nalagarh),Cucumbar(Kheera),Other,FAQ,19/05/2025,"1,300","1,600","1,500",15.00
Himachal Pradesh,Solan,Solan(Nalagarh),Green Chilli,Other,FAQ,19/05/2025,"2,200","2,600","2,400",24.00
Himachal Pradesh,Solan,Solan(Nalagarh),Karbuja(Musk Melon),Karbhuja,Medium,19/05/2025,"1,400","1,800","1,600",16.00
Himachal Pradesh,Solan,Solan(Nalagarh),Onion,Other,FAQ,19/05/2025,"1,400","1,800","1,600",16.00
Himachal Pradesh,Solan,Solan(Nalagarh),Potato,Other,FAQ,19/05/2025,"1,100","1,300","1,200",12.00
Jammu andKashmir,Kathua,Kathua,Coriander(Leaves),Coriander,FAQ,19/05/2025,"2,000","2,500","2,250",22.50
Jammu andKashmir,Kathua,Kathua,Green Chilli,Other,FAQ,19/05/2025,"1,800","2,000","1,900",19.00
Jammu andKashmir,Kathua,Kathua,Indian Beans (Seam),Other,FAQ,19/05/2025,"8,000","9,000","8,500",85.00
Jammu andKashmir,Kathua,Kathua,Karbuja(Musk Melon),Other,Medium,19/05/2025,"1,000","1,200","1,100",11.00
Jammu andKashmir,Kathua,Kathua,Lemon,Other,FAQ,19/05/2025,"8,000","9,000","8,500",85.00
Jammu andKashmir,Kathua,Kathua,Mango,Totapuri,Medium,19/05/2025,"4,000","4,500","4,250",42.50
Jammu andKashmir,Kathua,Kathua,Raddish,Other,FAQ,19/05/2025,"1,500","2,000","1,750",17.50
Jammu andKashmir,Rajouri,Rajouri (F&V;),Banana,Other,Medium,19/05/2025,"6,000","6,200","6,100",61.00
Jammu andKashmir,Rajouri,Rajouri (F&V;),Bottle gourd,Other,FAQ,19/05/2025,"1,500","1,700","1,600",16.00
Jammu andKashmir,Rajouri,Rajouri (F&V;),Brinjal,Other,FAQ,19/05/2025,"2,500","2,700","2,600",26.00
Jammu andKashmir,Rajouri,Rajouri (F&V;),Mousambi(Sweet Lime),Mousambi,Medium,19/05/2025,"3,500","3,700","3,600",36.00
Kerala,Alappuzha,Chengannur,Bottle gourd,Other,FAQ,19/05/2025,"1,400","1,700","1,500",15.00
Kerala,Alappuzha,Chengannur,Capsicum,Other,FAQ,19/05/2025,0,0,"7,000",70.00
Kerala,Alappuzha,Chengannur,Cowpea(Veg),Cowpea (Veg),FAQ,19/05/2025,"3,400","3,700","3,500",35.00
Kerala,Alappuzha,Chengannur,Snakeguard,Other,FAQ,19/05/2025,"2,900","3,200","3,000",30.00
Kerala,Alappuzha,Cherthala,Bitter gourd,Other,FAQ,19/05/2025,"4,800","5,000","4,900",49.00
Kerala,Alappuzha,Cherthala,Cauliflower,Cauliflower,FAQ,19/05/2025,"3,500","3,700","3,600",36.00
Kerala,Alappuzha,Cherthala,Cucumbar(Kheera),Cucumbar,FAQ,19/05/2025,"2,500","2,700","2,600",26.00
Kerala,Alappuzha,Cherthala,Long Melon(Kakri),Other,FAQ,19/05/2025,"5,000","5,200","5,100",51.00
Kerala,Alappuzha,Cherthala,Onion,Big,FAQ,19/05/2025,"2,500","2,700","2,600",26.00
Kerala,Alappuzha,Harippad,Capsicum,Other,FAQ,19/05/2025,"7,000","7,600","7,000",70.00
Kerala,Alappuzha,Harippad,Ginger(Green),Other,FAQ,19/05/2025,"5,000","5,500","5,000",50.00
Kerala,Alappuzha,Mannar,Amphophalus,Other,FAQ,19/05/2025,"2,000","2,200","2,100",21.00
Kerala,Alappuzha,Mannar,Bhindi(Ladies Finger),Other,FAQ,19/05/2025,"3,100","3,300","3,200",32.00
Kerala,Alappuzha,Mannar,Cabbage,Other,FAQ,19/05/2025,"3,000","3,200","3,100",31.00
Kerala,Alappuzha,Mannar,Cucumbar(Kheera),Cucumbar,FAQ,19/05/2025,"2,000","2,200","2,100",21.00
Kerala,Alappuzha,Mannar,Ginger(Green),Other,FAQ,19/05/2025,"7,000","7,200","7,100",71.00
Kerala,Alappuzha,Mannar,Onion,Big,FAQ,19/05/2025,"2,200","2,400","2,300",23.00
Kerala,Alappuzha,Mannar,Potato,Other,FAQ,19/05/2025,"3,500","3,700","3,600",36.00
Kerala,Alappuzha,Mannar,Tomato,Other,FAQ,19/05/2025,"3,500","3,800","3,600",36.00
Kerala,Ernakulam,Angamaly,Amaranthus,Amaranthus,FAQ,19/05/2025,"2,500","3,500","3,000",30.00
Kerala,Ernakulam,Angamaly,Green Chilli,Green Chilly,FAQ,19/05/2025,"3,200","7,000","5,000",50.00
Kerala,Ernakulam,Angamaly,Pineapple,Pine Apple,Large,19/05/2025,"3,600","6,000","5,000",50.00
Kerala,Ernakulam,Angamaly,Potato,Potato,FAQ,19/05/2025,"3,400","4,000","3,800",38.00
Kerala,Ernakulam,Ernakulam,Banana,Nendra Bale,Large,19/05/2025,"5,100","5,300","5,200",52.00
Kerala,Ernakulam,Ernakulam,Tomato,Tomato,FAQ,19/05/2025,"2,600","2,800","2,700",27.00
Kerala,Ernakulam,Kunnukara VFPCK,Banana,Nendra Bale,Large,19/05/2025,"4,300","4,500","4,400",44.00
Kerala,Ernakulam,Malayattoor VFPCK,Banana,Palayamthodan,Large,19/05/2025,0,0,"2,900",29.00
Kerala,Ernakulam,Malayattoor VFPCK,Banana,Poovan,Large,19/05/2025,0,0,"5,000",50.00
Kerala,Ernakulam,North Paravur,Banana - Green,Banana - Green,FAQ,19/05/2025,"5,500","6,500","6,000",60.00
Kerala,Ernakulam,North Paravur,Capsicum,Capsicum,FAQ,19/05/2025,"5,000","6,000","5,500",55.00
Kerala,Ernakulam,North Paravur,Cauliflower,African Sarson,FAQ,19/05/2025,"3,500","4,000","3,800",38.00
Kerala,Ernakulam,North Paravur,Cowpea(Veg),Cowpea (Veg),FAQ,19/05/2025,"2,000","3,000","2,500",25.00
Kerala,Ernakulam,North Paravur,Ridgeguard(Tori),Other,FAQ,19/05/2025,"4,500","5,500","5,000",50.00
Kerala,Ernakulam,Perumbavoor,Black pepper,Garbled,FAQ,19/05/2025,"67,000","68,000","67,500",675.00
Kerala,Ernakulam,Perumbavoor,Bottle gourd,Bottle Gourd,FAQ,19/05/2025,"1,400","2,400","1,800",18.00
Kerala,Ernakulam,Perumbavoor,Cabbage,Cabbage,FAQ,19/05/2025,"1,800","2,800","2,300",23.00
Kerala,Ernakulam,Perumbavoor,Cauliflower,Cauliflower,FAQ,19/05/2025,"2,500","3,500","3,000",30.00
Kerala,Ernakulam,Perumbavoor,Coconut Seed,Coconut Seed,FAQ,19/05/2025,"6,000","7,000","6,500",65.00
Kerala,Ernakulam,Perumbavoor,Field Pea,Field Pea,FAQ,19/05/2025,"2,000","3,000","2,500",25.00
Kerala,Ernakulam,Perumbavoor,Ginger(Dry),Dry,FAQ,19/05/2025,"30,000","31,000","30,500",305.00
Kerala,Ernakulam,Perumbavoor,Little gourd (Kundru),Other,FAQ,19/05/2025,"2,000","3,000","2,500",25.00
Kerala,Ernakulam,Perumbavoor,Mango (Raw-Ripe),Mango - Raw-Ripe,FAQ,19/05/2025,"2,000","3,000","2,500",25.00
Kerala,Ernakulam,Thrippunithura,Banana - Green,Banana - Green,FAQ,19/05/2025,"5,000","7,000","5,200",52.00
Kerala,Ernakulam,Thrippunithura,Cluster beans,Cluster Beans,FAQ,19/05/2025,"4,500","6,000","4,800",48.00
Kerala,Ernakulam,Thrippunithura,Pumpkin,Pumpkin,FAQ,19/05/2025,"2,200","4,000","2,400",24.00
Kerala,Ernakulam,Thrippunithura,Snakeguard,Snakeguard,FAQ,19/05/2025,"4,300","5,000","4,500",45.00
Kerala,Ernakulam,Thrippunithura,Tomato,Tomato,FAQ,19/05/2025,"3,500","4,000","3,700",37.00
Kerala,Idukki,Munnar,Papaya,Other,Medium,19/05/2025,"3,500","4,000","4,000",40.00
Kerala,Idukki,Munnar,Potato,Other,FAQ,19/05/2025,"4,000","6,000","5,000",50.00
Kerala,Idukki,Munnar,Pumpkin,Other,FAQ,19/05/2025,"2,000","3,500","3,000",30.00
Kerala,Idukki,Munnar,Tomato,Other,FAQ,19/05/2025,"2,500","3,000","3,000",30.00
Kerala,Kannur,Kannur,Bhindi(Ladies Finger),Bhindi,FAQ,19/05/2025,"3,200","3,400","3,300",33.00
Kerala,Kannur,Thalasserry,Carrot,Carrot,FAQ,19/05/2025,"3,400","3,600","3,500",35.00
Kerala,Kannur,Thalasserry,Onion,1st Sort,FAQ,19/05/2025,"1,800","2,100","2,000",20.00
Kerala,Kottayam,Ettumanoor,Onion,Big,FAQ,19/05/2025,"2,100","2,300","2,200",22.00
Kerala,Kottayam,Ettumanoor,Potato,Potato,FAQ,19/05/2025,"3,200","3,400","3,300",33.00
Kerala,Kottayam,Ettumanoor,Snakeguard,Snakeguard,FAQ,19/05/2025,"3,700","4,000","3,800",38.00
Kerala,Kottayam,Pampady,Banana - Green,Banana - Green,FAQ,19/05/2025,"6,000","7,000","6,500",65.00
Kerala,Kottayam,Pampady,Bhindi(Ladies Finger),Bhindi,FAQ,19/05/2025,"3,300","4,500","4,000",40.00
Kerala,Kottayam,Pampady,Cauliflower,Other,FAQ,19/05/2025,"4,000","5,000","4,500",45.00
Kerala,Kottayam,Pampady,Cowpea(Veg),Other,FAQ,19/05/2025,"4,500","5,500","5,000",50.00
Kerala,Kottayam,Pampady,Cucumbar(Kheera),Other,FAQ,19/05/2025,"1,500","2,500","2,000",20.00
Kerala,Kottayam,Pampady,Potato,Other,FAQ,19/05/2025,"3,300","4,500","4,000",40.00
Kerala,Kottayam,Pampady,Tomato,Other,FAQ,19/05/2025,"2,800","4,000","3,000",30.00
Kerala,Kozhikode(Calicut),Mukkom,Amaranthus,Amaranthus,FAQ,19/05/2025,"2,400","2,800","2,600",26.00
Kerala,Kozhikode(Calicut),Mukkom,Banana - Green,Banana - Green,FAQ,19/05/2025,"3,500","4,200","4,000",40.00
Kerala,Kozhikode(Calicut),Mukkom,Bitter gourd,Bitter Gourd,FAQ,19/05/2025,"7,000","7,400","7,200",72.00
Kerala,Kozhikode(Calicut),Mukkom,Bottle gourd,Bottle Gourd,FAQ,19/05/2025,"2,400","2,600","2,500",25.00
Kerala,Kozhikode(Calicut),Mukkom,Brinjal,Brinjal,FAQ,19/05/2025,"3,000","3,600","3,400",34.00
Kerala,Kozhikode(Calicut),Mukkom,Tomato,Tomato,FAQ,19/05/2025,"1,800","2,100","2,000",20.00
Kerala,Kozhikode(Calicut),Palayam,Amphophalus,Other,FAQ,19/05/2025,"6,000","6,000","6,000",60.00
Kerala,Kozhikode(Calicut),Palayam,Coconut Seed,Other,FAQ,19/05/2025,"6,800","6,800","6,800",68.00
Kerala,Kozhikode(Calicut),Palayam,French Beans (Frasbean),Other,FAQ,19/05/2025,"6,500","6,500","6,500",65.00
Kerala,Kozhikode(Calicut),Palayam,Onion,Other,FAQ,19/05/2025,"1,700","1,700","1,700",17.00
Kerala,Kozhikode(Calicut),Perambra,Amphophalus,Amphophalus,FAQ,19/05/2025,"7,200","8,000","7,500",75.00
Kerala,Kozhikode(Calicut),Perambra,Beetroot,Other,FAQ,19/05/2025,"4,500","5,500","5,000",50.00
Kerala,Kozhikode(Calicut),Perambra,Potato,Other,FAQ,19/05/2025,"2,500","2,800","2,700",27.00
Kerala,Kozhikode(Calicut),Quilandy,Amphophalus,Other,FAQ,19/05/2025,"6,300","6,500","6,400",64.00
Kerala,Kozhikode(Calicut),Quilandy,Banana - Green,Other,FAQ,19/05/2025,"4,400","4,500","4,500",45.00
Kerala,Kozhikode(Calicut),Quilandy,Green Chilli,Other,FAQ,19/05/2025,"4,200","4,500","4,400",44.00
Kerala,Kozhikode(Calicut),Quilandy,Onion,Other,FAQ,19/05/2025,"2,100","2,200","2,100",21.00
Kerala,Kozhikode(Calicut),Vengeri(Kozhikode),Cucumbar(Kheera),Cucumbar,FAQ,19/05/2025,"2,600","2,900","2,900",29.00
Kerala,Kozhikode(Calicut),Vengeri(Kozhikode),Pumpkin,Pumpkin,FAQ,19/05/2025,900,"1,200","1,200",12.00
Kerala,Malappuram,Kottakkal,Banana,Nendra Bale,Large,19/05/2025,"5,600","5,800","5,700",57.00
Kerala,Malappuram,Kottakkal,Beans,Other,FAQ,19/05/2025,"8,800","9,000","8,900",89.00
Kerala,Malappuram,Kottakkal,Brinjal,Other,FAQ,19/05/2025,"1,800","2,000","1,900",19.00
Kerala,Malappuram,Kottakkal,Capsicum,Other,FAQ,19/05/2025,"4,400","4,600","4,500",45.00
Kerala,Malappuram,Kottakkal,Drumstick,Other,FAQ,19/05/2025,"7,300","7,500","7,400",74.00
Kerala,Malappuram,Kottakkal,Guava,Banarasi,Large,19/05/2025,"5,600","5,800","5,700",57.00
Kerala,Malappuram,Kottakkal,Water Melon,Other,Large,19/05/2025,"1,200","1,400","1,300",13.00
Kerala,Malappuram,Perinthalmanna,Banana,Other,Large,19/05/2025,"5,500","6,400","6,000",60.00
Kerala,Malappuram,Perinthalmanna,Cauliflower,Cauliflower,FAQ,19/05/2025,"2,500","3,000","2,800",28.00
Kerala,Malappuram,Perinthalmanna,Green Chilli,Green Chilly,FAQ,19/05/2025,"3,500","4,500","4,000",40.00
Kerala,Palakad,Koduvayoor,Beetroot,Other,FAQ,19/05/2025,"3,500","3,900","3,700",37.00
Kerala,Palakad,Koduvayoor,Brinjal,Other,FAQ,19/05/2025,"2,400","2,800","2,600",26.00
Kerala,Palakad,Koduvayoor,Cluster beans,Other,FAQ,19/05/2025,"2,800","3,200","3,000",30.00
Kerala,Palakad,Koduvayoor,French Beans (Frasbean),Other,FAQ,19/05/2025,"8,500","8,900","8,700",87.00
Kerala,Palakad,Koduvayoor,Green Avare (W),Other,FAQ,19/05/2025,"6,800","7,200","7,000",70.00
Kerala,Palakad,Koduvayoor,Lime,Other,Medium,19/05/2025,"9,000","9,400","9,200",92.00
Kerala,Palakad,Koduvayoor,Mango,Other,Medium,19/05/2025,"1,000","1,800","1,400",14.00
Kerala,Palakad,Koduvayoor,Snakeguard,Other,FAQ,19/05/2025,"2,600","3,000","2,800",28.00
Kerala,Palakad,Koduvayoor,Tomato,Other,FAQ,19/05/2025,"2,000","2,400","2,200",22.00
Kerala,Thirssur,Irinjalakkuda,Ashgourd,Other,FAQ,19/05/2025,"2,000","2,000","2,000",20.00
Kerala,Thirssur,Irinjalakkuda,Banana,Other,Large,19/05/2025,"5,500","5,500","5,500",55.00
Kerala,Thirssur,Thrissur,Amaranthus,Amaranthus,FAQ,19/05/2025,"1,800","1,800","1,800",18.00
Kerala,Thirssur,Thrissur,Elephant Yam (Suran),Other,FAQ,19/05/2025,"5,100","5,100","5,100",51.00
Kerala,Thirssur,Thrissur,Lemon,Other,FAQ,19/05/2025,"10,000","10,000","10,000",100.00
Kerala,Thirssur,Thrissur,Mango (Raw-Ripe),Mango - Raw-Ripe,FAQ,19/05/2025,"3,500","3,500","3,500",35.00
Kerala,Thirssur,Thrissur,Onion,Onion,FAQ,19/05/2025,"2,000","2,000","2,000",20.00
Kerala,Thirssur,Thrissur,Tomato,Tomato,FAQ,19/05/2025,"1,500","1,500","1,500",15.00
Kerala,Thiruvananthapuram,Parassala,Bhindi(Ladies Finger),Other,FAQ,19/05/2025,"2,800","3,000","2,800",28.00
Kerala,Thiruvananthapuram,Parassala,Drumstick,Drumstick,FAQ,19/05/2025,"5,800","6,000","5,800",58.00
Kerala,Thiruvananthapuram,Parassala,Tomato,Tomato,FAQ,19/05/2025,"2,800","3,000","2,800",28.00
Nagaland,Kohima,Kohima,Cabbage,Cabbage,FAQ,19/05/2025,"4,000","4,200","4,100",41.00
Nagaland,Kohima,Kohima,Potato,Potato,FAQ,19/05/2025,"4,000","4,200","4,100",41.00
Odisha,Balasore,Jaleswar,Garlic,Other,FAQ,19/05/2025,"5,800","6,200","6,000",60.00
Odisha,Balasore,Jaleswar,Pointed gourd (Parval),Other,FAQ,19/05/2025,"2,000","2,400","2,200",22.00
Odisha,Balasore,Nilagiri,Pumpkin,Other,FAQ,19/05/2025,700,800,750,7.50
Odisha,Balasore,Nilagiri,Water Melon,Other,Medium,19/05/2025,"1,400","1,500","1,450",14.50
Odisha,Bargarh,Attabira,Bhindi(Ladies Finger),Bhindi,FAQ,19/05/2025,"3,500","4,000","3,500",35.00
Odisha,Bargarh,Attabira,Bitter gourd,Bitter Gourd,FAQ,19/05/2025,"3,500","4,000","3,500",35.00
Odisha,Bargarh,Attabira,Green Chilli,Other,FAQ,19/05/2025,"5,000","6,000","5,500",55.00
Odisha,Bargarh,Attabira,Little gourd (Kundru),Other,FAQ,19/05/2025,"2,500","3,000","2,500",25.00
Odisha,Bargarh,Attabira,Pumpkin,Other,FAQ,19/05/2025,"1,200","1,300","1,200",12.00
Odisha,Bargarh,Godabhaga,Paddy(Dhan)(Common),Other,FAQ,19/05/2025,"2,300","2,320","2,300",23.00
Odisha,Boudh,Boudh,Banana - Green,Banana - Green,FAQ,19/05/2025,"3,500","4,200","4,000",40.00
Odisha,Boudh,Boudh,Tomato,Other,FAQ,19/05/2025,"1,800","2,200","2,000",20.00
Odisha,Boudh,Khunthabandha,Cauliflower,Other,FAQ,19/05/2025,"2,000","2,800","2,500",25.00
Odisha,Boudh,Khunthabandha,Tomato,Other,FAQ,19/05/2025,"1,200","1,800","1,500",15.00
Odisha,Dhenkanal,Hindol,Bhindi(Ladies Finger),Bhindi,FAQ,19/05/2025,"2,000","2,500","2,200",22.00
Odisha,Dhenkanal,Hindol,Onion,Other,Non-FAQ,19/05/2025,"1,500","2,000","1,800",18.00
Odisha,Dhenkanal,Kamakhyanagar,Onion,Onion,Non-FAQ,19/05/2025,"1,900","2,100","2,000",20.00
Odisha,Dhenkanal,Kamakhyanagar,Pumpkin,Pumpkin,FAQ,19/05/2025,"1,000","1,200","1,000",10.00
Odisha,Ganjam,Bhanjanagar,Banana - Green,Banana - Green,FAQ,19/05/2025,"2,200","2,400","2,300",23.00
Odisha,Ganjam,Bhanjanagar,Green Chilli,Green Chilly,FAQ,19/05/2025,"3,200","3,400","3,300",33.00
Odisha,Jagatsinghpur,Rahama,Brinjal,Other,FAQ,19/05/2025,"3,000","5,000","4,000",40.00
Odisha,Jagatsinghpur,Rahama,Fish,Other,FAQ,19/05/2025,"12,000","43,000","18,000",180.00
Odisha,Jagatsinghpur,Rahama,Pumpkin,Other,FAQ,19/05/2025,"1,500","3,000","2,000",20.00
Odisha,Jagatsinghpur,Rahama,Rice,Other,FAQ,19/05/2025,"3,200","6,000","4,000",40.00
Odisha,Mayurbhanja,Karanjia,Fish,Other,FAQ,19/05/2025,"18,000","19,000","19,000",190.00
Odisha,Mayurbhanja,Karanjia,Rice,Other,FAQ,19/05/2025,"3,400","3,500","3,500",35.00
Odisha,Nayagarh,Bahadajholla,Cauliflower,Other,FAQ,19/05/2025,"2,865","3,000","2,970",29.70
Odisha,Nayagarh,Bahadajholla,Cucumbar(Kheera),Cucumbar,FAQ,19/05/2025,"3,875","4,000","4,000",40.00
Odisha,Rayagada,Rayagada(Muniguda),Pumpkin,Other,FAQ,19/05/2025,"2,000","3,000","2,500",25.00
Odisha,Sundergarh,Panposh,Bitter gourd,Other,FAQ,19/05/2025,"3,500","4,000","3,800",38.00
Odisha,Sundergarh,Panposh,Bottle gourd,Other,FAQ,19/05/2025,"2,000","2,400","2,200",22.00
Odisha,Sundergarh,Panposh,Cucumbar(Kheera),Other,FAQ,19/05/2025,"3,000","3,800","3,400",34.00
Odisha,Sundergarh,Panposh,Green Chilli,Other,FAQ,19/05/2025,"4,000","5,000","4,500",45.00
Odisha,Sundergarh,Sargipali,Bitter gourd,Bitter Gourd,FAQ,19/05/2025,"3,000","3,500","3,200",32.00
Odisha,Sundergarh,Sargipali,Cucumbar(Kheera),Other,FAQ,19/05/2025,"1,800","2,200","2,000",20.00
Odisha,Sundergarh,Sargipali,Green Chilli,Other,FAQ,19/05/2025,"4,800","5,200","5,000",50.00
Punjab,Amritsar,Rayya,Brinjal,Brinjal,FAQ,19/05/2025,900,900,900,9.00
Punjab,Amritsar,Rayya,Onion,Red,FAQ,19/05/2025,"2,000","2,000","2,000",20.00
Punjab,Fazilka,Fazilka,Green Chilli,Other,FAQ,19/05/2025,"1,500","2,500","2,000",20.00
Punjab,Fazilka,Fazilka,Onion,Other,FAQ,19/05/2025,"1,000","1,800","1,500",15.00
Punjab,Gurdaspur,Kalanaur,Bhindi(Ladies Finger),Other,FAQ,19/05/2025,"5,000","5,000","5,000",50.00
Punjab,Gurdaspur,Kalanaur,Capsicum,Capsicum,FAQ,19/05/2025,"5,000","5,000","5,000",50.00
Punjab,Hoshiarpur,Garh Shankar,Apple,Other,Medium,19/05/2025,"8,000","9,000","8,500",85.00
Punjab,Hoshiarpur,Garh Shankar,Lemon,Other,FAQ,19/05/2025,"4,500","6,000","5,000",50.00
Punjab,Hoshiarpur,Garh Shankar,Onion,Other,Non-FAQ,19/05/2025,900,"1,100","1,000",10.00
Punjab,Hoshiarpur,Garh Shankar,Pomegranate,Other,Medium,19/05/2025,"4,500","6,000","5,500",55.00
Punjab,Hoshiarpur,Mukerian(Talwara),Potato,Potato,FAQ,19/05/2025,800,"1,200","1,000",10.00
Punjab,Hoshiarpur,Tanda Urmur,Cabbage,Other,FAQ,19/05/2025,"1,000","1,500","1,200",12.00
Punjab,Hoshiarpur,Tanda Urmur,Garlic,Other,FAQ,19/05/2025,"8,000","10,000","9,000",90.00
Punjab,Hoshiarpur,Tanda Urmur,Tinda,Other,FAQ,19/05/2025,"2,500","3,000","2,800",28.00
Punjab,Hoshiarpur,Nakodar,Bitter gourd,Other,FAQ,19/05/2025,"1,800","2,200","2,000",20.00
