State,District,Market,Commodity,Variety,Grade,Arrival Date,Min Price,Max Price,Modal Price,Modal Price (Rs/kg)
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Field Pea,Field Pea,FAQ,19/05/2025,"6,500","6,500","6,500",65.00
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Onion,1st Sort,Non-FAQ,19/05/2025,"1,600","1,600","1,600",16.00
Telangana,Warangal,Warangal,Beetroot,Beetroot,FAQ,19/05/2025,"2,000","2,500","2,250",22.50
Telangana,Warangal,Warangal,Brinjal,Brinjal,FAQ,19/05/2025,"1,600","2,000","1,800",18.00
Telangana,Warangal,Warangal,Cabbage,Cabbage,FAQ,19/05/2025,"2,000","2,500","2,250",22.50
Telangana,Warangal,Warangal,Carrot,Carrot,FAQ,19/05/2025,"2,000","2,500","2,250",22.50
Telangana,Warangal,Warangal,Cauliflower,Cauliflower,FAQ,19/05/2025,"3,500","4,000","3,750",37.50
Telangana,Warangal,Warangal,French Beans (Frasbean),French Beans (Frasbean),FAQ,19/05/2025,"7,500","8,000","7,750",77.50
Telangana,Warangal,Warangal,Tomato,Tomato,FAQ,19/05/2025,800,"1,000",900,9.00
Tripura,Dhalai,Kulai,Green Chilli,Green Chilly,FAQ,19/05/2025,"5,500","6,000","5,800",58.00
Tripura,Dhalai,Kulai,Pumpkin,Other,FAQ,19/05/2025,"3,000","3,500","3,300",33.00
Tripura,Dhalai,Kulai,Tomato,Deshi,FAQ,19/05/2025,"4,500","5,000","4,800",48.00
Tripura,Gomati,Nutanbazar,Snakeguard,Snakeguard,FAQ,19/05/2025,"3,850","4,000","3,950",39.50
Tripura,Khowai,Teliamura,Brinjal,Round/Long,FAQ,19/05/2025,"1,500","1,700","1,600",16.00
Tripura,Khowai,Teliamura,Garlic,China,FAQ,19/05/2025,"8,000","8,200","8,100",81.00
Tripura,Khowai,Teliamura,Ginger(Green),Green Ginger,FAQ,19/05/2025,"2,800","3,000","2,900",29.00
Tripura,Khowai,Teliamura,Sweet Pumpkin,Sweet Pumpkin,FAQ,19/05/2025,"1,600","1,800","1,700",17.00
Tripura,South District,Barpathari,Cucumbar(Kheera),Cucumbar,FAQ,19/05/2025,"3,900","4,100","4,000",40.00
Tripura,South District,Barpathari,Pointed gourd (Parval),Pointed gourd (Parval),FAQ,19/05/2025,"5,900","6,100","6,000",60.00
Tripura,South District,Barpathari,Sweet Pumpkin,Sweet Pumpkin,FAQ,19/05/2025,"1,900","2,100","2,000",20.00
Tripura,South District,Barpathari,Tomato,Tomato,FAQ,19/05/2025,"3,900","4,100","4,000",40.00
Uttar Pradesh,Agra,Achnera,Tomato,Deshi,FAQ,19/05/2025,700,800,750,7.50
Uttar Pradesh,Agra,Fatehabad,Bhindi(Ladies Finger),Bhindi,FAQ,19/05/2025,"1,000","1,200","1,200",12.00
Uttar Pradesh,Agra,Fatehabad,Cauliflower,Cauliflower,FAQ,19/05/2025,"1,200","1,400","1,400",14.00
Uttar Pradesh,Agra,Fatehabad,Tomato,Deshi,FAQ,19/05/2025,500,700,700,7.00
Uttar Pradesh,Aligarh,Charra,Bottle gourd,Bottle Gourd,FAQ,19/05/2025,"1,300","1,400","1,350",13.50
Uttar Pradesh,Aligarh,Charra,Cauliflower,Cauliflower,FAQ,19/05/2025,"1,300","1,500","1,400",14.00
Uttar Pradesh,Amethi,Sultanpur,Brinjal,Brinjal,FAQ,19/05/2025,"1,035","1,065","1,050",10.50
Uttar Pradesh,Amethi,Sultanpur,Tomato,Deshi,Non-FAQ,19/05/2025,660,685,675,6.75
Uttar Pradesh,Amroha,Amroha,Onion,Red,FAQ,19/05/2025,"1,100","1,270","1,190",11.90
Uttar Pradesh,Amroha,Amroha,Potato,Kufri Megha,FAQ,19/05/2025,"1,050","1,200","1,130",11.30
Uttar Pradesh,Amroha,Amroha,Tomato,Deshi,FAQ,19/05/2025,650,850,750,7.50
Uttar Pradesh,Amroha,Dhanaura,Cauliflower,Cauliflower,FAQ,19/05/2025,800,"1,000",900,9.00
Uttar Pradesh,Amroha,Dhanaura,Wheat,Dara,Non-FAQ,19/05/2025,"2,430","2,450","2,440",24.40
Uttar Pradesh,Badaun,Badayoun,Bhindi(Ladies Finger),Bhindi,FAQ,19/05/2025,"1,700","1,810","1,760",17.60
Uttar Pradesh,Badaun,Badayoun,Cauliflower,Cauliflower,FAQ,19/05/2025,"1,500","1,630","1,555",15.55
Uttar Pradesh,Badaun,Badayoun,Ginger(Green),Green Ginger,FAQ,19/05/2025,"4,050","4,180","4,110",41.10
Uttar Pradesh,Badaun,Badayoun,Potato,Desi,FAQ,19/05/2025,"1,080","1,190","1,135",11.35
Uttar Pradesh,Badaun,Badayoun,Potato,Desi,Non-FAQ,19/05/2025,"1,000","1,080","1,040",10.40
Uttar Pradesh,Badaun,Badayoun,Rice,III,FAQ,19/05/2025,"3,300","3,380","3,335",33.35
Uttar Pradesh,Badaun,Badayoun,Water Melon,Water Melon,Medium,19/05/2025,800,920,870,8.70
Uttar Pradesh,Badaun,Ujhani,Green Chilli,Green Chilly,FAQ,19/05/2025,"2,000","2,050","2,020",20.20
Uttar Pradesh,Badaun,Ujhani,Karbuja(Musk Melon),Karbhuja,Medium,19/05/2025,"1,650","1,750","1,700",17.00
Uttar Pradesh,Badaun,Ujhani,Tomato,Local,FAQ,19/05/2025,800,830,815,8.15
Uttar Pradesh,Badaun,Visoli,Wheat,Dara,FAQ,19/05/2025,"2,430","2,430","2,430",24.30
Uttar Pradesh,Bahraich,Naanpara,Apple,Apple,Medium,19/05/2025,"5,000","6,000","5,500",55.00
Uttar Pradesh,Bahraich,Naanpara,Banana - Green,Banana - Green,FAQ,19/05/2025,600,700,650,6.50
Uttar Pradesh,Ballia,Rasda,Banana,Banana - Ripe,Medium,19/05/2025,"2,865","3,000","2,925",29.25
Uttar Pradesh,Ballia,Rasda,Banana - Green,Banana - Green,FAQ,19/05/2025,"1,675","1,800","1,750",17.50
Uttar Pradesh,Ballia,Rasda,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,FAQ,19/05/2025,"7,550","7,700","7,630",76.30
Uttar Pradesh,Ballia,Rasda,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,19/05/2025,"6,625","6,780","6,700",67.00
Uttar Pradesh,Ballia,Rasda,Bhindi(Ladies Finger),Bhindi,FAQ,19/05/2025,"1,465","1,600","1,525",15.25
Uttar Pradesh,Ballia,Rasda,Bitter gourd,Bitter Gourd,FAQ,19/05/2025,"1,550","1,700","1,635",16.35
Uttar Pradesh,Ballia,Rasda,Brinjal,Brinjal,FAQ,19/05/2025,"1,200","1,310","1,265",12.65
Uttar Pradesh,Ballia,Rasda,Garlic,Average,FAQ,19/05/2025,"6,200","6,310","6,245",62.45
Uttar Pradesh,Balrampur,Balrampur,Brinjal,Round/Long,FAQ,19/05/2025,"1,400","1,600","1,500",15.00
Uttar Pradesh,Balrampur,Balrampur,Cabbage,Cabbage,FAQ,19/05/2025,900,"1,100","1,000",10.00
Uttar Pradesh,Balrampur,Balrampur,Cucumbar(Kheera),Cucumbar,FAQ,19/05/2025,"1,050","1,260","1,150",11.50
Uttar Pradesh,Balrampur,Balrampur,Mousambi(Sweet Lime),Mousambi,Medium,19/05/2025,"3,550","3,760","3,650",36.50
Uttar Pradesh,Balrampur,Panchpedwa,Rice,III,FAQ,19/05/2025,"2,600","3,000","2,800",28.00
Uttar Pradesh,Balrampur,Panchpedwa,Wheat,Dara,FAQ,19/05/2025,"2,425","2,550","2,500",25.00
Uttar Pradesh,Balrampur,Tulsipur,Bottle gourd,Bottle Gourd,FAQ,19/05/2025,"1,020","1,060","1,040",10.40
Uttar Pradesh,Balrampur,Tulsipur,Brinjal,Round/Long,FAQ,19/05/2025,"1,480","1,550","1,520",15.20
Uttar Pradesh,Balrampur,Tulsipur,Cauliflower,Cauliflower,FAQ,19/05/2025,"1,350","1,440","1,400",14.00
Uttar Pradesh,Bareilly,Anwala,Bottle gourd,Bottle Gourd,FAQ,19/05/2025,600,800,700,7.00
Uttar Pradesh,Bareilly,Anwala,Onion,Red,FAQ,19/05/2025,"1,000","1,200","1,100",11.00
Uttar Pradesh,Bijnor,Haldaur,Gur(Jaggery),Pathari,FAQ,19/05/2025,"3,600","3,800","3,700",37.00
Uttar Pradesh,Bulandshahar,Gulavati,Bottle gourd,Bottle Gourd,FAQ,19/05/2025,"1,000","1,200","1,100",11.00
Uttar Pradesh,Bulandshahar,Gulavati,Pumpkin,Other,FAQ,19/05/2025,750,850,800,8.00
Uttar Pradesh,Bulandshahar,Awagarh,Bottle gourd,Bottle Gourd,FAQ,19/05/2025,"1,500","1,800","1,600",16.00
Uttar Pradesh,Etah,Awagarh,Cauliflower,Cauliflower,FAQ,19/05/2025,"1,200","1,450","1,300",13.00
Uttar Pradesh,Etah,Awagarh,Water Melon,Water Melon,Medium,19/05/2025,900,"1,050","1,000",10.00
Uttar Pradesh,Etawah,Jasvantnagar,Tomato,Hybrid,FAQ,19/05/2025,"1,235","1,335","1,285",12.85
Uttar Pradesh,Firozabad,Sirsaganj,Pumpkin,Pumpkin,FAQ,19/05/2025,"1,000","1,200","1,100",11.00
Uttar Pradesh,Hardoi,Hardoi,Onion,Pusa-Red,FAQ,19/05/2025,"1,140","1,210","1,180",11.80
Uttar Pradesh,Hathras,Shadabad,Onion,Red,FAQ,19/05/2025,"1,700","1,800","1,750",17.50
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj,Apple,Kasmir/Shimla - II,Medium,19/05/2025,"8,200","8,280","8,240",82.40
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj,Garlic,Garlic,FAQ,19/05/2025,"2,650","2,700","2,675",26.75
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj,Potato,Desi,FAQ,19/05/2025,"1,425","1,475","1,450",14.50
Uttar Pradesh,Lalitpur,Mehrauni,Soyabean,Soyabeen,Non-FAQ,19/05/2025,"4,000","4,200","4,100",41.00
Uttar Pradesh,Maharajganj,Anandnagar,Green Chilli,Green Chilly,FAQ,19/05/2025,"2,800","3,200","3,000",30.00
Uttar Pradesh,Maharajganj,Anandnagar,Gur(Jaggery),Red,FAQ,19/05/2025,"3,800","4,200","4,000",40.00
Uttar Pradesh,Mahoba,Charkhari,Barley (Jau),Dara,FAQ,19/05/2025,"2,100","2,200","2,200",22.00
Uttar Pradesh,Mahoba,Charkhari,Wheat,147 Average,FAQ,19/05/2025,"2,450","2,460","2,450",24.50
Uttar Pradesh,Mahoba,Charkhari,Wood,Other,FAQ,19/05/2025,420,420,420,4.20
Uttar Pradesh,Mainpuri,Ghiraur,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,19/05/2025,"6,325","6,430","6,365",63.65
Uttar Pradesh,Mau(Maunathbhanjan),Doharighat,Masur Dal,Kala Masoor New,FAQ,19/05/2025,"9,000","9,100","9,050",90.50
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj,Bhindi(Ladies Finger),Bhindi,FAQ,19/05/2025,700,"1,000",800,8.00
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj,Potato,Desi,FAQ,19/05/2025,700,900,800,8.00
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Tomato,Hybrid,FAQ,19/05/2025,750,900,800,8.00
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Tomato,Hybrid,Non-FAQ,19/05/2025,600,700,650,6.50
Uttar Pradesh,Pillibhit,Pilibhit,Apple,Delicious,Medium,19/05/2025,"9,450","9,540","9,495",94.95
Uttar Pradesh,Pillibhit,Pilibhit,Cauliflower,Local,FAQ,19/05/2025,"1,435","1,515","1,475",14.75
Uttar Pradesh,Pillibhit,Pilibhit,Tomato,Local,FAQ,19/05/2025,755,835,795,7.95
Uttar Pradesh,Pillibhit,Pilibhit,Tomato,Local,Non-FAQ,19/05/2025,655,730,690,6.90
Uttar Pradesh,Prayagraj,Ajuha,Tomato,Deshi,FAQ,19/05/2025,740,880,800,8.00
Uttar Pradesh,Prayagraj,Jasra,Bhindi(Ladies Finger),Bhindi,FAQ,19/05/2025,"1,300","1,425","1,365",13.65
Uttar Pradesh,Prayagraj,Jasra,Garlic,Garlic,FAQ,19/05/2025,"6,200","6,375","6,300",63.00
Uttar Pradesh,Rampur,Tanda(Rampur),Bitter gourd,Other,FAQ,19/05/2025,"1,000","1,040","1,020",10.20
Uttar Pradesh,Rampur,Tanda(Rampur),Tomato,Deshi,FAQ,19/05/2025,800,840,820,8.20
Uttar Pradesh,Rampur,Tanda(Rampur),Wood,Other,FAQ,19/05/2025,530,550,540,5.40
Uttar Pradesh,Sambhal,Bhehjoi,Potato,Potato,Non-FAQ,19/05/2025,700,710,705,7.05
Uttar Pradesh,Shamli,Kairana,Cabbage,Cabbage,FAQ,19/05/2025,900,"1,000",950,9.50
Uttar Pradesh,Shamli,Hargaon (Laharpur),Gur(Jaggery),Yellow,FAQ,19/05/2025,"3,000","3,200","3,100",31.00
Uttar Pradesh,Sitapur,Hargaon (Laharpur),Onion,Nasik,FAQ,19/05/2025,950,"1,050","1,000",10.00
Uttar Pradesh,Sitapur,Hargaon (Laharpur),Potato,Local,FAQ,19/05/2025,850,950,900,9.00
Uttar Pradesh,Sitapur,Sitapur,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,19/05/2025,"10,000","11,250","11,160",111.60
Uttar Pradesh,Sitapur,Sitapur,Banana,Banana - Ripe,Medium,19/05/2025,"2,600","2,950","2,785",27.85
Uttar Pradesh,Sitapur,Sitapur,Ginger(Green),Green Ginger,FAQ,19/05/2025,"3,200","3,700","3,560",35.60
Uttar Pradesh,Sitapur,Sitapur,Mustard,Sarson(Black),FAQ,19/05/2025,"5,700","6,700","5,970",59.70
Uttar Pradesh,Sitapur,Sitapur,Onion,Red,FAQ,19/05/2025,"1,000","1,300","1,175",11.75
Uttar Pradesh,Sitapur,Sitapur,Tomato,Hybrid,FAQ,19/05/2025,700,900,800,8.00
Uttrakhand,Dehradoon,Rishikesh,Carrot,Other,FAQ,19/05/2025,"1,000","1,500","1,250",12.50
Uttrakhand,Dehradoon,Rishikesh,Cucumbar(Kheera),Other,FAQ,19/05/2025,550,800,600,6.00
Uttrakhand,Dehradoon,Rishikesh,Mousambi(Sweet Lime),Other,Medium,19/05/2025,"3,000","4,000","3,500",35.00
Uttrakhand,Dehradoon,Rishikesh,Onion,Other,FAQ,19/05/2025,"1,100","1,450","1,250",12.50
Uttrakhand,Dehradoon,Rishikesh,Peach,Other,Medium,19/05/2025,"3,500","4,800","4,250",42.50
Uttrakhand,Dehradoon,Rishikesh,Water Melon,Other,Medium,19/05/2025,600,800,650,6.50
Uttrakhand,Dehradoon,Vikasnagar,Cauliflower,Other,FAQ,19/05/2025,150,500,500,5.00
Uttrakhand,Dehradoon,Vikasnagar,Onion,Other,Non-FAQ,19/05/2025,"1,200","1,200","1,200",12.00
Uttrakhand,Haridwar,Haridwar Union,Bottle gourd,Bottle Gourd,FAQ,19/05/2025,400,600,500,5.00
Uttrakhand,Haridwar,Haridwar Union,Karbuja(Musk Melon),Karbhuja,Medium,19/05/2025,"1,500","2,000","1,600",16.00
Uttrakhand,Haridwar,Haridwar Union,Onion,Onion,FAQ,19/05/2025,"1,000","1,500","1,200",12.00
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,FAQ,19/05/2025,800,"1,000",900,9.00
Uttrakhand,Haridwar,Roorkee,Bhindi(Ladies Finger),Other,FAQ,19/05/2025,"1,000","2,000","1,500",15.00
Uttrakhand,Haridwar,Roorkee,Cucumbar(Kheera),Other,FAQ,19/05/2025,500,700,600,6.00
Uttrakhand,Haridwar,Roorkee,Potato,Other,FAQ,19/05/2025,800,"1,200","1,000",10.00
Uttrakhand,Nanital,Ramnagar,Bottle gourd,Other,FAQ,19/05/2025,"2,800","3,000","2,900",29.00
Uttrakhand,Nanital,Ramnagar,French Beans (Frasbean),Other,FAQ,19/05/2025,"2,600","3,000","2,800",28.00
Uttrakhand,Nanital,Ramnagar,Lemon,Other,FAQ,19/05/2025,"4,500","5,500","5,000",50.00
Uttrakhand,Nanital,Ramnagar,Onion,Other,FAQ,19/05/2025,"2,100","2,500","2,300",23.00
Uttrakhand,Nanital,Ramnagar,Papaya,Other,Medium,19/05/2025,"3,800","4,000","3,900",39.00
Uttrakhand,Nanital,Ramnagar,Water Melon,Other,Medium,19/05/2025,"3,600","4,000","3,800",38.00
Uttrakhand,UdhamSinghNagar,Gadarpur,Rice,Other,FAQ,19/05/2025,"3,010","3,230","3,150",31.50
West Bengal,Bankura,Indus(Bankura Sadar),Green Chilli,Green Chilly,FAQ,19/05/2025,"4,200","4,600","4,500",45.00
West Bengal,Hooghly,Pandua,Bhindi(Ladies Finger),Other,FAQ,19/05/2025,"1,200","1,500","1,300",13.00
West Bengal,Hooghly,Sheoraphuly,Garlic,Other,FAQ,19/05/2025,"8,000","10,000","9,000",90.00
West Bengal,Hooghly,Sheoraphuly,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,19/05/2025,"2,800","3,000","3,000",30.00
West Bengal,Jalpaiguri,Belacoba,Bitter gourd,Bitter Gourd,FAQ,19/05/2025,"1,400","1,600","1,500",15.00
West Bengal,Jhargram,Jhargram,Brinjal,Round/Long,FAQ,19/05/2025,"2,000","2,300","2,100",21.00
West Bengal,Jhargram,Jhargram,Rice,Common,FAQ,19/05/2025,"3,600","4,000","3,800",38.00
West Bengal,Medinipur(W),Ghatal,Mustard,Yellow (Black),FAQ,19/05/2025,"6,100","6,300","6,200",62.00
West Bengal,Murshidabad,Kasimbazar,Jute,TD-5,FAQ,19/05/2025,"6,000","6,100","6,050",60.50
West Bengal,Murshidabad,Kasimbazar,Rice,Other,FAQ,19/05/2025,"3,600","3,800","3,700",37.00
West Bengal,Puruliya,Balarampur,Onion,Other,FAQ,19/05/2025,"1,500","1,800","1,600",16.00
West Bengal,Puruliya,Balarampur,Ridgeguard(Tori),Other,FAQ,19/05/2025,"2,000","2,500","2,200",22.00
West Bengal,Sounth 24Parganas,Baruipur(Canning),Cucumbar(Kheera),Cucumbar,FAQ,19/05/2025,"2,800","3,000","2,900",29.00
Andhra Pradesh,Anantapur,Anantapur,Mousambi(Sweet Lime),Mousambi,Medium,19/05/2025,400,"4,300","2,500",25.00
Andhra Pradesh,Chittor,Chittoor,Gur(Jaggery),NO 2,FAQ,19/05/2025,"3,400","3,500","3,500",35.00
Andhra Pradesh,East Godavari,Ravulapelem,Banana,Amruthapani,Large,19/05/2025,"2,800","3,800","3,300",33.00
Andhra Pradesh,East Godavari,Ravulapelem,Banana,Chakkarakeli(Red),Large,19/05/2025,"3,700","4,700","4,500",45.00
Andhra Pradesh,Kurnool,Nandyal,Maize,Deshi Red,FAQ,19/05/2025,"2,300","2,300","2,300",23.00
Andhra Pradesh,Visakhapatnam,Chintapally,Turmeric,Finger,FAQ,19/05/2025,"6,000","7,000","6,500",65.00
Gujarat,Amreli,Damnagar,Green Chilli,Green Chilly,FAQ,19/05/2025,"1,550","2,550","2,200",22.00
Gujarat,Amreli,Damnagar,Tomato,Local,Non-FAQ,19/05/2025,"1,650","2,550","2,050",20.50
Gujarat,Amreli,Savarkundla,Groundnut,Big (With Shell),Non-FAQ,19/05/2025,"4,900","5,450","5,150",51.50
Gujarat,Anand,Khambhat(Grain Market),Wheat,Other,FAQ,19/05/2025,"2,350","2,700","2,500",25.00
Gujarat,Bharuch,Jambusar(Kaavi),Castor Seed,Other,FAQ,19/05/2025,"5,600","6,000","5,800",58.00
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Guar,Other,FAQ,19/05/2025,"3,500","5,000","4,000",40.00
Gujarat,Junagarh,Bhesan,Arhar (Tur/Red Gram)(Whole),Other,FAQ,19/05/2025,"4,500","6,500","6,000",60.00
Gujarat,Junagarh,Bhesan,Cotton,Other,FAQ,19/05/2025,"5,000","7,500","6,500",65.00
Gujarat,Junagarh,Bhesan,"Sesamum(Sesame,Gingelly,Til)",Other,FAQ,19/05/2025,"6,000","9,000","7,000",70.00
Gujarat,Junagarh,Mangrol,Corriander seed,Coriander Seed,FAQ,19/05/2025,"6,500","6,550","6,530",65.30
Gujarat,Junagarh,Mangrol,Wheat,Lok-1,FAQ,19/05/2025,"2,500","2,600","2,575",25.75
Gujarat,Navsari,Bilimora,Bottle gourd,Other,FAQ,19/05/2025,"1,500","2,000","1,800",18.00
Gujarat,Navsari,Bilimora,Onion,Nasik,FAQ,19/05/2025,"1,000","1,800","1,400",14.00
Gujarat,Rajkot,Dhoraji,Castor Seed,Castor seed,FAQ,19/05/2025,"5,655","6,130","5,955",59.55
Gujarat,Rajkot,Rajkot(Veg.Sub Yard),Cluster beans,Cluster Beans,FAQ,19/05/2025,"3,000","5,000","4,000",40.00
Gujarat,Rajkot,Rajkot(Veg.Sub Yard),Lemon,Lemon,FAQ,19/05/2025,"5,000","12,000","8,500",85.00
Gujarat,Rajkot,Rajkot(Veg.Sub Yard),Potato,Desi,FAQ,19/05/2025,800,"1,900","1,350",13.50
Gujarat,Surat,Bardoli(Katod),Bhindi(Ladies Finger),Other,FAQ,19/05/2025,"1,100","2,100","1,750",17.50
Gujarat,Surat,Bardoli(Katod),Brinjal,Other,FAQ,19/05/2025,"1,250","2,200","1,650",16.50
Gujarat,Surat,Mahuva(Anaval),Mango,Raspuri,Medium,19/05/2025,"2,750","3,250","3,000",30.00
Gujarat,Surat,Surat,Banana - Green,Other,FAQ,19/05/2025,"1,000","2,000","1,500",15.00
Gujarat,Surat,Surat,Drumstick,Other,FAQ,19/05/2025,"1,000","3,800","2,400",24.00
Gujarat,Surat,Surat,Elephant Yam (Suran),Other,FAQ,19/05/2025,"6,500","7,000","6,750",67.50
Gujarat,Surat,Surat,Ginger(Green),Other,FAQ,19/05/2025,"1,500","2,500","2,000",20.00
Gujarat,Surat,Surat,Pointed gourd (Parval),Other,FAQ,19/05/2025,"2,500","6,000","4,250",42.50
Gujarat,Surat,Surat,Surat Beans (Papadi),Other,FAQ,19/05/2025,"4,500","10,000","7,250",72.50
Gujarat,Surat,Surat,Sweet Potato,Other,FAQ,19/05/2025,"1,500","2,800","2,150",21.50
Gujarat,Surendranagar,Vadhvan,Banana,Other,Medium,19/05/2025,"2,500","3,000","2,750",27.50
Gujarat,Surendranagar,Vadhvan,Cauliflower,Cauliflower,FAQ,19/05/2025,"2,500","3,500","3,000",30.00
Gujarat,Surendranagar,Vadhvan,Cucumbar(Kheera),Cucumbar,FAQ,19/05/2025,500,"1,000",750,7.50
Gujarat,Surendranagar,Vadhvan,Mango,Badami,Medium,19/05/2025,"8,000","10,000","9,000",90.00
Gujarat,Surendranagar,Vadhvan,Onion Green,Onion Green,FAQ,19/05/2025,"2,000","2,500","2,250",22.50
Gujarat,Surendranagar,Vadhvan,Potato,Potato,Non-FAQ,19/05/2025,"1,500","2,000","1,750",17.50
Gujarat,Vadodara(Baroda),Padra,Cabbage,Other,FAQ,19/05/2025,600,"1,000",800,8.00
Gujarat,Vadodara(Baroda),Padra,Sponge gourd,Other,FAQ,19/05/2025,"1,500","2,500","2,000",20.00
Haryana,Fatehabad,Fatehabad,Apple,Other,Large,19/05/2025,"12,000","12,000","12,000",120.00
Haryana,Fatehabad,Fatehabad,Mango,Other,Large,19/05/2025,"5,000","5,000","5,000",50.00
Haryana,Fatehabad,Fatehabad,Onion,Other,FAQ,19/05/2025,"1,200","1,200","1,200",12.00
Haryana,Fatehabad,Fatehabad,Tomato,Other,FAQ,19/05/2025,"1,000","1,000","1,000",10.00
Haryana,Gurgaon,Gurgaon,Apple,Other,Large,19/05/2025,"10,000","15,000","12,500",125.00
Haryana,Gurgaon,Gurgaon,Bottle gourd,Bottle Gourd,FAQ,19/05/2025,800,"1,200","1,000",10.00
Haryana,Gurgaon,Gurgaon,Cabbage,Other,FAQ,19/05/2025,800,"1,200","1,000",10.00
Haryana,Gurgaon,Gurgaon,Pomegranate,Other,Large,19/05/2025,"5,000","10,000","7,500",75.00
Haryana,Hissar,Barwala(Hisar),Banana,Other,Medium,19/05/2025,"3,000","4,000","3,500",35.00
Haryana,Hissar,Barwala(Hisar),Onion,Other,FAQ,19/05/2025,900,"1,000","1,000",10.00
Haryana,Hissar,Barwala(Hisar),Tomato,Other,FAQ,19/05/2025,700,"1,000",900,9.00
Haryana,Hissar,Barwala(Hisar),Water Melon,Other,Medium,19/05/2025,400,500,500,5.00
Haryana,Hissar,Hansi,Bitter gourd,Other,FAQ,19/05/2025,"2,000","3,000","2,500",25.00
Haryana,Hissar,Hansi,Bottle gourd,Other,FAQ,19/05/2025,"1,000","2,000","1,500",15.00
Haryana,Hissar,Hansi,Chikoos(Sapota),Other,Medium,19/05/2025,"2,000","4,000","3,000",30.00
Haryana,Hissar,Hansi,Onion,Other,Non-FAQ,19/05/2025,"1,000","2,000","1,500",15.00
Haryana,Hissar,Uklana,Apple,Apple,Medium,19/05/2025,"7,000","7,000","7,000",70.00
Haryana,Hissar,Uklana,Banana - Green,Banana - Green,FAQ,19/05/2025,"1,500","1,500","1,500",15.00
Haryana,Hissar,Uklana,Tomato,Other,FAQ,19/05/2025,600,700,700,7.00
Haryana,Kaithal,Dhand,Apple,Other,Medium,19/05/2025,"8,500","9,000","8,900",89.00
Haryana,Kurukshetra,Babain,Onion,Local,FAQ,19/05/2025,250,979,800,8.00
Haryana,Mahendragarh-Narnaul,Narnaul,Capsicum,Capsicum,FAQ,19/05/2025,"2,000","2,000","2,000",20.00
Haryana,Mahendragarh-Narnaul,Narnaul,Cucumbar(Kheera),Cucumbar,FAQ,19/05/2025,"1,200","1,600","1,500",15.00
Haryana,Mahendragarh-Narnaul,Narnaul,Green Chilli,Green Chilly,FAQ,19/05/2025,"2,500","3,000","3,000",30.00
Haryana,Mahendragarh-Narnaul,Narnaul,Karbuja(Musk Melon),Karbhuja,Medium,19/05/2025,"1,500","2,000","1,600",16.00
Haryana,Mahendragarh-Narnaul,Narnaul,Mango (Raw-Ripe),Mango - Raw-Ripe,FAQ,19/05/2025,"2,000","2,500","2,500",25.00
Haryana,Mahendragarh-Narnaul,Narnaul,Pumpkin,Pumpkin,FAQ,19/05/2025,500,700,600,6.00
Haryana,Mewat,FerozpurZirkha(Nagina),Brinjal,Other,FAQ,19/05/2025,"1,200","1,600","1,400",14.00
Haryana,Mewat,Tauru,Bhindi(Ladies Finger),Bhindi,FAQ,19/05/2025,"2,000","2,000","2,000",20.00
Haryana,Mewat,Tauru,Spinach,Other,FAQ,19/05/2025,"1,000","1,000","1,000",10.00
Haryana,Panipat,Panipat,Chikoos(Sapota),Other,Medium,19/05/2025,"1,700","2,200","1,950",19.50
Haryana,Panipat,Samalkha,Bitter gourd,Bitter Gourd,FAQ,19/05/2025,"1,600","1,600","1,600",16.00
Haryana,Panipat,Samalkha,Ginger(Dry),Other,FAQ,19/05/2025,"6,000","6,000","6,000",60.00
Haryana,Rewari,Kosli,Pumpkin,Other,FAQ,19/05/2025,"1,000","1,000","1,000",10.00
Haryana,Rohtak,Meham,Banana,Other,Medium,19/05/2025,"1,500","1,800","1,700",17.00
Haryana,Rohtak,Meham,Bottle gourd,Bottle Gourd,FAQ,19/05/2025,"2,000","2,000","2,000",20.00
Haryana,Rohtak,Meham,Cucumbar(Kheera),Cucumbar,FAQ,19/05/2025,"1,000","1,200","1,100",11.00
Haryana,Rohtak,Meham,Water Melon,Other,Medium,19/05/2025,600,600,600,6.00
Haryana,Sonipat,Ganaur,Bottle gourd,Bottle Gourd,FAQ,19/05/2025,"1,400","1,500","1,400",14.00
Haryana,Sonipat,Ganaur,Mango,Other,Medium,19/05/2025,"4,500","5,000","4,800",48.00
